# Running gravitational simulaition with N = 9 bodies
#  m_1 = 1.9885e+30  m_2 = 3.28471e+23  m_3 = 4.86734e+24  m_4 = 5.9722e+24  m_5 = 5.9722e+23  m_6 = 1.89916e+27  m_7 = 5.67359e+26  m_8 = 8.36108e+25  m_9 = 1.01527e+26
# t  x_1  y_1  x_2  y_2  x_3  y_3  x_4  y_4  x_5  y_5  x_6  y_6  x_7  y_7  x_8  y_8  x_9  y_9
 8.12100e+00 -3.09117e-03  8.54183e-03  1.13977e-01  4.02138e-01  6.44658e-01 -1.00335e-01  7.50331e-01 -6.43935e-01  1.35942e+00  4.44283e-01  9.39126e-01 -5.14084e+00  6.85358e+00 -6.73146e+00 -1.57639e+01 -1.09595e+01  1.75752e+01 -2.44537e+01 
 8.12200e+00 -3.09425e-03  8.54092e-03  1.04614e-01  4.04838e-01  6.46025e-01 -9.25875e-02  7.54404e-01 -6.39150e-01  1.35786e+00  4.49360e-01  9.41821e-01 -5.14033e+00  6.85501e+00 -6.73003e+00 -1.57631e+01 -1.09607e+01  1.75761e+01 -2.44531e+01 
 8.12300e+00 -3.09732e-03  8.54001e-03  9.51900e-02  4.07313e-01  6.47302e-01 -8.48262e-02  7.58447e-01 -6.34338e-01  1.35629e+00  4.54430e-01  9.44515e-01 -5.13983e+00  6.85645e+00 -6.72860e+00 -1.57623e+01 -1.09619e+01  1.75770e+01 -2.44524e+01 
 8.12400e+00 -3.10040e-03  8.53909e-03  8.57097e-02  4.09560e-01  6.48488e-01 -7.70520e-02  7.62459e-01 -6.29501e-01  1.35470e+00  4.59495e-01  9.47209e-01 -5.13932e+00  6.85788e+00 -6.72717e+00 -1.57615e+01 -1.09631e+01  1.75780e+01 -2.44517e+01 
 8.12500e+00 -3.10348e-03  8.53817e-03  7.61787e-02  4.11579e-01  6.49584e-01 -6.92658e-02  7.66441e-01 -6.24638e-01  1.35309e+00  4.64554e-01  9.49903e-01 -5.13881e+00  6.85931e+00 -6.72573e+00 -1.57606e+01 -1.09643e+01  1.75789e+01 -2.44511e+01 
 8.12600e+00 -3.10655e-03  8.53726e-03  6.66027e-02  4.13368e-01  6.50589e-01 -6.14688e-02  7.70392e-01 -6.19750e-01  1.35146e+00  4.69606e-01  9.52597e-01 -5.13830e+00  6.86074e+00 -6.72430e+00 -1.57598e+01 -1.09654e+01  1.75798e+01 -2.44504e+01 
 8.12700e+00 -3.10963e-03  8.53634e-03  5.69869e-02  4.14927e-01  6.51503e-01 -5.36621e-02  7.74312e-01 -6.14837e-01  1.34981e+00  4.74652e-01  9.55290e-01 -5.13778e+00  6.86218e+00 -6.72287e+00 -1.57590e+01 -1.09666e+01  1.75808e+01 -2.44497e+01 
 8.12800e+00 -3.11270e-03  8.53542e-03  4.73369e-02  4.16254e-01  6.52326e-01 -4.58468e-02  7.78201e-01 -6.09899e-01  1.34815e+00  4.79692e-01  9.57984e-01 -5.13727e+00  6.86361e+00 -6.72144e+00 -1.57582e+01 -1.09678e+01  1.75817e+01 -2.44491e+01 
 8.12900e+00 -3.11577e-03  8.53449e-03  3.76582e-02  4.17350e-01  6.53058e-01 -3.80239e-02  7.82060e-01 -6.04936e-01  1.34647e+00  4.84725e-01  9.60676e-01 -5.13675e+00  6.86504e+00 -6.72000e+00 -1.57574e+01 -1.09690e+01  1.75826e+01 -2.44484e+01 
 8.13000e+00 -3.11885e-03  8.53357e-03  2.79563e-02  4.18212e-01  6.53700e-01 -3.01946e-02  7.85886e-01 -5.99949e-01  1.34477e+00  4.89753e-01  9.63369e-01 -5.13623e+00  6.86647e+00 -6.71857e+00 -1.57565e+01 -1.09701e+01  1.75836e+01 -2.44477e+01 
 8.13100e+00 -3.12192e-03  8.53265e-03  1.82367e-02  4.18842e-01  6.54250e-01 -2.23599e-02  7.89682e-01 -5.94938e-01  1.34305e+00  4.94773e-01  9.66061e-01 -5.13572e+00  6.86790e+00 -6.71713e+00 -1.57557e+01 -1.09713e+01  1.75845e+01 -2.44471e+01 
 8.13200e+00 -3.12499e-03  8.53172e-03  8.50495e-03  4.19237e-01  6.54709e-01 -1.45209e-02  7.93445e-01 -5.89903e-01  1.34131e+00  4.99787e-01  9.68754e-01 -5.13519e+00  6.86933e+00 -6.71570e+00 -1.57549e+01 -1.09725e+01  1.75854e+01 -2.44464e+01 
 8.13300e+00 -3.12806e-03  8.53079e-03 -1.23342e-03  4.19399e-01  6.55077e-01 -6.67873e-03  7.97177e-01 -5.84843e-01  1.33955e+00  5.04795e-01  9.71445e-01 -5.13467e+00  6.87076e+00 -6.71427e+00 -1.57541e+01 -1.09737e+01  1.75863e+01 -2.44457e+01 
 8.13400e+00 -3.13113e-03  8.52986e-03 -1.09729e-02  4.19328e-01  6.55354e-01  1.16554e-03  8.00877e-01 -5.79760e-01  1.33778e+00  5.09796e-01  9.74137e-01 -5.13415e+00  6.87219e+00 -6.71283e+00 -1.57533e+01 -1.09749e+01  1.75873e+01 -2.44451e+01 
 8.13500e+00 -3.13420e-03  8.52893e-03 -2.07079e-02  4.19022e-01  6.55540e-01  9.01082e-03  8.04545e-01 -5.74654e-01  1.33599e+00  5.14790e-01  9.76828e-01 -5.13363e+00  6.87362e+00 -6.71140e+00 -1.57524e+01 -1.09760e+01  1.75882e+01 -2.44444e+01 
 8.13600e+00 -3.13727e-03  8.52800e-03 -3.04329e-02  4.18483e-01  6.55635e-01  1.68560e-02  8.08180e-01 -5.69524e-01  1.33418e+00  5.19777e-01  9.79519e-01 -5.13310e+00  6.87505e+00 -6.70996e+00 -1.57516e+01 -1.09772e+01  1.75891e+01 -2.44437e+01 
 8.13700e+00 -3.14034e-03  8.52706e-03 -4.01423e-02  4.17710e-01  6.55639e-01  2.47001e-02  8.11783e-01 -5.64371e-01  1.33235e+00  5.24757e-01  9.82210e-01 -5.13257e+00  6.87648e+00 -6.70852e+00 -1.57508e+01 -1.09784e+01  1.75901e+01 -2.44431e+01 
 8.13800e+00 -3.14341e-03  8.52613e-03 -4.98307e-02  4.16705e-01  6.55552e-01  3.25419e-02  8.15354e-01 -5.59195e-01  1.33051e+00  5.29731e-01  9.84900e-01 -5.13204e+00  6.87791e+00 -6.70709e+00 -1.57500e+01 -1.09796e+01  1.75910e+01 -2.44424e+01 
 8.13900e+00 -3.14647e-03  8.52519e-03 -5.94925e-02  4.15467e-01  6.55375e-01  4.03805e-02  8.18892e-01 -5.53997e-01  1.32864e+00  5.34697e-01  9.87591e-01 -5.13151e+00  6.87934e+00 -6.70565e+00 -1.57492e+01 -1.09808e+01  1.75919e+01 -2.44417e+01 
 8.14000e+00 -3.14954e-03  8.52425e-03 -6.91222e-02  4.13997e-01  6.55107e-01  4.82146e-02  8.22397e-01 -5.48776e-01  1.32676e+00  5.39656e-01  9.90281e-01 -5.13098e+00  6.88077e+00 -6.70421e+00 -1.57483e+01 -1.09819e+01  1.75929e+01 -2.44411e+01 
 8.14100e+00 -3.15261e-03  8.52331e-03 -7.87144e-02  4.12297e-01  6.54748e-01  5.60432e-02  8.25869e-01 -5.43533e-01  1.32486e+00  5.44609e-01  9.92970e-01 -5.13045e+00  6.88219e+00 -6.70278e+00 -1.57475e+01 -1.09831e+01  1.75938e+01 -2.44404e+01 
 8.14200e+00 -3.15567e-03  8.52237e-03 -8.82635e-02  4.10366e-01  6.54298e-01  6.38654e-02  8.29308e-01 -5.38268e-01  1.32295e+00  5.49554e-01  9.95660e-01 -5.12991e+00  6.88362e+00 -6.70134e+00 -1.57467e+01 -1.09843e+01  1.75947e+01 -2.44397e+01 
 8.14300e+00 -3.15874e-03  8.52143e-03 -9.77642e-02  4.08207e-01  6.53758e-01  7.16799e-02  8.32713e-01 -5.32981e-01  1.32101e+00  5.54491e-01  9.98349e-01 -5.12938e+00  6.88505e+00 -6.69990e+00 -1.57459e+01 -1.09855e+01  1.75957e+01 -2.44391e+01 
 8.14400e+00 -3.16180e-03  8.52049e-03 -1.07211e-01  4.05820e-01  6.53128e-01  7.94857e-02  8.36086e-01 -5.27672e-01  1.31906e+00  5.59422e-01  1.00104e+00 -5.12884e+00  6.88648e+00 -6.69846e+00 -1.57450e+01 -1.09866e+01  1.75966e+01 -2.44384e+01 
 8.14500e+00 -3.16486e-03  8.51954e-03 -1.16598e-01  4.03206e-01  6.52408e-01  8.72818e-02  8.39424e-01 -5.22342e-01  1.31709e+00  5.64345e-01  1.00373e+00 -5.12830e+00  6.88790e+00 -6.69703e+00 -1.57442e+01 -1.09878e+01  1.75975e+01 -2.44377e+01 
 8.14600e+00 -3.16793e-03  8.51859e-03 -1.25921e-01  4.00368e-01  6.51598e-01  9.50671e-02  8.42729e-01 -5.16991e-01  1.31510e+00  5.69260e-01  1.00641e+00 -5.12776e+00  6.88933e+00 -6.69559e+00 -1.57434e+01 -1.09890e+01  1.75984e+01 -2.44370e+01 
 8.14700e+00 -3.17099e-03  8.51764e-03 -1.35174e-01  3.97306e-01  6.50698e-01  1.02841e-01  8.46001e-01 -5.11618e-01  1.31310e+00  5.74168e-01  1.00910e+00 -5.12722e+00  6.89076e+00 -6.69415e+00 -1.57426e+01 -1.09902e+01  1.75994e+01 -2.44364e+01 
 8.14800e+00 -3.17405e-03  8.51669e-03 -1.44352e-01  3.94022e-01  6.49709e-01  1.10601e-01  8.49238e-01 -5.06225e-01  1.31107e+00  5.79068e-01  1.01179e+00 -5.12668e+00  6.89218e+00 -6.69271e+00 -1.57418e+01 -1.09914e+01  1.76003e+01 -2.44357e+01 
 8.14900e+00 -3.17711e-03  8.51574e-03 -1.53448e-01  3.90519e-01  6.48631e-01  1.18348e-01  8.52441e-01 -5.00812e-01  1.30903e+00  5.83961e-01  1.01448e+00 -5.12613e+00  6.89361e+00 -6.69127e+00 -1.57409e+01 -1.09925e+01  1.76012e+01 -2.44350e+01 
 8.15000e+00 -3.18017e-03  8.51479e-03 -1.62460e-01  3.86797e-01  6.47463e-01  1.26079e-01  8.55610e-01 -4.95377e-01  1.30697e+00  5.88846e-01  1.01716e+00 -5.12559e+00  6.89503e+00 -6.68983e+00 -1.57401e+01 -1.09937e+01  1.76022e+01 -2.44344e+01 
 8.15100e+00 -3.18323e-03  8.51384e-03 -1.71380e-01  3.82860e-01  6.46206e-01  1.33795e-01  8.58745e-01 -4.89923e-01  1.30490e+00  5.93723e-01  1.01985e+00 -5.12504e+00  6.89646e+00 -6.68839e+00 -1.57393e+01 -1.09949e+01  1.76031e+01 -2.44337e+01 
 8.15200e+00 -3.18629e-03  8.51288e-03 -1.80204e-01  3.78709e-01  6.44861e-01  1.41493e-01  8.61845e-01 -4.84449e-01  1.30280e+00  5.98593e-01  1.02254e+00 -5.12449e+00  6.89788e+00 -6.68695e+00 -1.57385e+01 -1.09961e+01  1.76040e+01 -2.44330e+01 
 8.15300e+00 -3.18934e-03  8.51192e-03 -1.88927e-01  3.74346e-01  6.43428e-01  1.49173e-01  8.64910e-01 -4.78955e-01  1.30069e+00  6.03454e-01  1.02522e+00 -5.12394e+00  6.89931e+00 -6.68551e+00 -1.57377e+01 -1.09972e+01  1.76050e+01 -2.44324e+01 
 8.15400e+00 -3.19240e-03  8.51096e-03 -1.97544e-01  3.69774e-01  6.41906e-01  1.56834e-01  8.67941e-01 -4.73442e-01  1.29856e+00  6.08308e-01  1.02791e+00 -5.12339e+00  6.90073e+00 -6.68407e+00 -1.57368e+01 -1.09984e+01  1.76059e+01 -2.44317e+01 
 8.15500e+00 -3.19546e-03  8.51000e-03 -2.06050e-01  3.64995e-01  6.40297e-01  1.64475e-01  8.70937e-01 -4.67909e-01  1.29642e+00  6.13153e-01  1.03060e+00 -5.12284e+00  6.90215e+00 -6.68263e+00 -1.57360e+01 -1.09996e+01  1.76068e+01 -2.44310e+01 
 8.15600e+00 -3.19851e-03  8.50904e-03 -2.14440e-01  3.60013e-01  6.38600e-01  1.72095e-01  8.73898e-01 -4.62357e-01  1.29425e+00  6.17990e-01  1.03328e+00 -5.12228e+00  6.90358e+00 -6.68119e+00 -1.57352e+01 -1.10008e+01  1.76078e+01 -2.44304e+01 
 8.15700e+00 -3.20157e-03  8.50808e-03 -2.22708e-01  3.54829e-01  6.36815e-01  1.79692e-01  8.76824e-01 -4.56787e-01  1.29207e+00  6.22819e-01  1.03597e+00 -5.12173e+00  6.90500e+00 -6.67974e+00 -1.57344e+01 -1.10020e+01  1.76087e+01 -2.44297e+01 
 8.15800e+00 -3.20462e-03  8.50712e-03 -2.30851e-01  3.49447e-01  6.34944e-01  1.87267e-01  8.79715e-01 -4.51198e-01  1.28987e+00  6.27640e-01  1.03865e+00 -5.12117e+00  6.90642e+00 -6.67830e+00 -1.57335e+01 -1.10031e+01  1.76096e+01 -2.44290e+01 
 8.15900e+00 -3.20768e-03  8.50615e-03 -2.38864e-01  3.43870e-01  6.32987e-01  1.94817e-01  8.82570e-01 -4.45590e-01  1.28766e+00  6.32453e-01  1.04134e+00 -5.12061e+00  6.90784e+00 -6.67686e+00 -1.57327e+01 -1.10043e+01  1.76105e+01 -2.44284e+01 
 8.16000e+00 -3.21073e-03  8.50518e-03 -2.46742e-01  3.38100e-01  6.30943e-01  2.02341e-01  8.85390e-01 -4.39964e-01  1.28542e+00  6.37257e-01  1.04402e+00 -5.12005e+00  6.90927e+00 -6.67542e+00 -1.57319e+01 -1.10055e+01  1.76115e+01 -2.44277e+01 
 8.16100e+00 -3.21378e-03  8.50422e-03 -2.54480e-01  3.32141e-01  6.28813e-01  2.09840e-01  8.88174e-01 -4.34321e-01  1.28317e+00  6.42053e-01  1.04671e+00 -5.11949e+00  6.91069e+00 -6.67397e+00 -1.57311e+01 -1.10067e+01  1.76124e+01 -2.44270e+01 
 8.16200e+00 -3.21683e-03  8.50325e-03 -2.62073e-01  3.25997e-01  6.26598e-01  2.17311e-01  8.90923e-01 -4.28659e-01  1.28091e+00  6.46840e-01  1.04939e+00 -5.11893e+00  6.91211e+00 -6.67253e+00 -1.57302e+01 -1.10078e+01  1.76133e+01 -2.44264e+01 
 8.16300e+00 -3.21988e-03  8.50228e-03 -2.69518e-01  3.19670e-01  6.24298e-01  2.24754e-01  8.93636e-01 -4.22980e-01  1.27862e+00  6.51619e-01  1.05207e+00 -5.11836e+00  6.91353e+00 -6.67109e+00 -1.57294e+01 -1.10090e+01  1.76143e+01 -2.44257e+01 
 8.16400e+00 -3.22293e-03  8.50130e-03 -2.76810e-01  3.13165e-01  6.21913e-01  2.32168e-01  8.96313e-01 -4.17284e-01  1.27632e+00  6.56389e-01  1.05476e+00 -5.11780e+00  6.91495e+00 -6.66964e+00 -1.57286e+01 -1.10102e+01  1.76152e+01 -2.44250e+01 
 8.16500e+00 -3.22598e-03  8.50033e-03 -2.83945e-01  3.06484e-01  6.19444e-01  2.39551e-01  8.98954e-01 -4.11571e-01  1.27400e+00  6.61151e-01  1.05744e+00 -5.11723e+00  6.91637e+00 -6.66820e+00 -1.57278e+01 -1.10114e+01  1.76161e+01 -2.44243e+01 
 8.16600e+00 -3.22903e-03  8.49935e-03 -2.90918e-01  2.99632e-01  6.16890e-01  2.46904e-01  9.01558e-01 -4.05841e-01  1.27166e+00  6.65904e-01  1.06012e+00 -5.11666e+00  6.91779e+00 -6.66675e+00 -1.57270e+01 -1.10126e+01  1.76171e+01 -2.44237e+01 
 8.16700e+00 -3.23208e-03  8.49838e-03 -2.97725e-01  2.92612e-01  6.14254e-01  2.54224e-01  9.04127e-01 -4.00094e-01  1.26931e+00  6.70648e-01  1.06280e+00 -5.11609e+00  6.91921e+00 -6.66531e+00 -1.57261e+01 -1.10137e+01  1.76180e+01 -2.44230e+01 
 8.16800e+00 -3.23513e-03  8.49740e-03 -3.04363e-01  2.85428e-01  6.11534e-01  2.61512e-01  9.06659e-01 -3.94331e-01  1.26694e+00  6.75383e-01  1.06549e+00 -5.11552e+00  6.92063e+00 -6.66386e+00 -1.57253e+01 -1.10149e+01  1.76189e+01 -2.44223e+01 
 8.16900e+00 -3.23818e-03  8.49642e-03 -3.10827e-01  2.78085e-01  6.08731e-01  2.68765e-01  9.09155e-01 -3.88552e-01  1.26455e+00  6.80109e-01  1.06817e+00 -5.11495e+00  6.92205e+00 -6.66242e+00 -1.57245e+01 -1.10161e+01  1.76198e+01 -2.44217e+01 
 8.17000e+00 -3.24122e-03  8.49544e-03 -3.17114e-01  2.70586e-01  6.05847e-01  2.75983e-01  9.11614e-01 -3.82757e-01  1.26215e+00  6.84826e-01  1.07085e+00 -5.11437e+00  6.92347e+00 -6.66097e+00 -1.57237e+01 -1.10173e+01  1.76208e+01 -2.44210e+01 
 8.17100e+00 -3.24427e-03  8.49446e-03 -3.23220e-01  2.62936e-01  6.02881e-01  2.83166e-01  9.14036e-01 -3.76946e-01  1.25973e+00  6.89534e-01  1.07353e+00 -5.11380e+00  6.92489e+00 -6.65953e+00 -1.57228e+01 -1.10184e+01  1.76217e+01 -2.44203e+01 
 8.17200e+00 -3.24731e-03  8.49347e-03 -3.29140e-01  2.55139e-01  5.99833e-01  2.90312e-01  9.16422e-01 -3.71120e-01  1.25729e+00  6.94233e-01  1.07621e+00 -5.11322e+00  6.92631e+00 -6.65808e+00 -1.57220e+01 -1.10196e+01  1.76226e+01 -2.44197e+01 
 8.17300e+00 -3.25036e-03  8.49249e-03 -3.34873e-01  2.47200e-01  5.96705e-01  2.97420e-01  9.18771e-01 -3.65278e-01  1.25484e+00  6.98923e-01  1.07889e+00 -5.11264e+00  6.92772e+00 -6.65663e+00 -1.57212e+01 -1.10208e+01  1.76236e+01 -2.44190e+01 
 8.17400e+00 -3.25340e-03  8.49150e-03 -3.40413e-01  2.39122e-01  5.93497e-01  3.04489e-01  9.21083e-01 -3.59422e-01  1.25236e+00  7.03604e-01  1.08157e+00 -5.11206e+00  6.92914e+00 -6.65519e+00 -1.57204e+01 -1.10220e+01  1.76245e+01 -2.44183e+01 
 8.17500e+00 -3.25645e-03  8.49052e-03 -3.45758e-01  2.30910e-01  5.90209e-01  3.11519e-01  9.23357e-01 -3.53551e-01  1.24988e+00  7.08275e-01  1.08425e+00 -5.11148e+00  6.93056e+00 -6.65374e+00 -1.57195e+01 -1.10231e+01  1.76254e+01 -2.44177e+01 
 8.17600e+00 -3.25949e-03  8.48953e-03 -3.50904e-01  2.22570e-01  5.86842e-01  3.18508e-01  9.25595e-01 -3.47665e-01  1.24737e+00  7.12937e-01  1.08693e+00 -5.11090e+00  6.93198e+00 -6.65229e+00 -1.57187e+01 -1.10243e+01  1.76264e+01 -2.44170e+01 
 8.17700e+00 -3.26253e-03  8.48854e-03 -3.55849e-01  2.14106e-01  5.83396e-01  3.25456e-01  9.27796e-01 -3.41765e-01  1.24485e+00  7.17590e-01  1.08961e+00 -5.11032e+00  6.93339e+00 -6.65084e+00 -1.57179e+01 -1.10255e+01  1.76273e+01 -2.44163e+01 
 8.17800e+00 -3.26557e-03  8.48754e-03 -3.60589e-01  2.05522e-01  5.79872e-01  3.32362e-01  9.29959e-01 -3.35851e-01  1.24231e+00  7.22233e-01  1.09229e+00 -5.10973e+00  6.93481e+00 -6.64940e+00 -1.57171e+01 -1.10267e+01  1.76282e+01 -2.44157e+01 
 8.17900e+00 -3.26861e-03  8.48655e-03 -3.65122e-01  1.96823e-01  5.76270e-01  3.39225e-01  9.32084e-01 -3.29923e-01  1.23976e+00  7.26867e-01  1.09497e+00 -5.10914e+00  6.93623e+00 -6.64795e+00 -1.57162e+01 -1.10278e+01  1.76291e+01 -2.44150e+01 
 8.18000e+00 -3.27165e-03  8.48556e-03 -3.69444e-01  1.88016e-01  5.72592e-01  3.46044e-01  9.34172e-01 -3.23982e-01  1.23718e+00  7.31491e-01  1.09765e+00 -5.10855e+00  6.93764e+00 -6.64650e+00 -1.57154e+01 -1.10290e+01  1.76301e+01 -2.44143e+01 
 8.18100e+00 -3.27469e-03  8.48456e-03 -3.73553e-01  1.79103e-01  5.68837e-01  3.52818e-01  9.36223e-01 -3.18027e-01  1.23460e+00  7.36105e-01  1.10032e+00 -5.10797e+00  6.93906e+00 -6.64505e+00 -1.57146e+01 -1.10302e+01  1.76310e+01 -2.44136e+01 
 8.18200e+00 -3.27773e-03  8.48357e-03 -3.77446e-01  1.70091e-01  5.65006e-01  3.59547e-01  9.38236e-01 -3.12059e-01  1.23199e+00  7.40710e-01  1.10300e+00 -5.10737e+00  6.94047e+00 -6.64360e+00 -1.57138e+01 -1.10314e+01  1.76319e+01 -2.44130e+01 
 8.18300e+00 -3.28077e-03  8.48257e-03 -3.81121e-01  1.60985e-01  5.61100e-01  3.66228e-01  9.40211e-01 -3.06079e-01  1.22937e+00  7.45305e-01  1.10568e+00 -5.10678e+00  6.94189e+00 -6.64215e+00 -1.57129e+01 -1.10325e+01  1.76329e+01 -2.44123e+01 
 8.18400e+00 -3.28381e-03  8.48157e-03 -3.84576e-01  1.51791e-01  5.57119e-01  3.72863e-01  9.42148e-01 -3.00085e-01  1.22673e+00  7.49890e-01  1.10836e+00 -5.10619e+00  6.94330e+00 -6.64070e+00 -1.57121e+01 -1.10337e+01  1.76338e+01 -2.44116e+01 
 8.18500e+00 -3.28684e-03  8.48057e-03 -3.87808e-01  1.42512e-01  5.53064e-01  3.79449e-01  9.44047e-01 -2.94080e-01  1.22408e+00  7.54466e-01  1.11103e+00 -5.10559e+00  6.94472e+00 -6.63925e+00 -1.57113e+01 -1.10349e+01  1.76347e+01 -2.44110e+01 
 8.18600e+00 -3.28988e-03  8.47956e-03 -3.90815e-01  1.33155e-01  5.48936e-01  3.85987e-01  9.45908e-01 -2.88062e-01  1.22141e+00  7.59031e-01  1.11371e+00 -5.10500e+00  6.94613e+00 -6.63780e+00 -1.57105e+01 -1.10361e+01  1.76356e+01 -2.44103e+01 
 8.18700e+00 -3.29291e-03  8.47856e-03 -3.93595e-01  1.23725e-01  5.44734e-01  3.92474e-01  9.47731e-01 -2.82032e-01  1.21872e+00  7.63586e-01  1.11639e+00 -5.10440e+00  6.94754e+00 -6.63635e+00 -1.57096e+01 -1.10373e+01  1.76366e+01 -2.44096e+01 
 8.18800e+00 -3.29595e-03  8.47756e-03 -3.96147e-01  1.14227e-01  5.40461e-01  3.98911e-01  9.49516e-01 -2.75991e-01  1.21602e+00  7.68132e-01  1.11906e+00 -5.10380e+00  6.94896e+00 -6.63490e+00 -1.57088e+01 -1.10384e+01  1.76375e+01 -2.44090e+01 
 8.18900e+00 -3.29898e-03  8.47655e-03 -3.98468e-01  1.04668e-01  5.36116e-01  4.05297e-01  9.51263e-01 -2.69938e-01  1.21330e+00  7.72667e-01  1.12174e+00 -5.10320e+00  6.95037e+00 -6.63345e+00 -1.57080e+01 -1.10396e+01  1.76384e+01 -2.44083e+01 
 8.19000e+00 -3.30202e-03  8.47554e-03 -4.00558e-01  9.50518e-02  5.31700e-01  4.11631e-01  9.52971e-01 -2.63874e-01  1.21056e+00  7.77192e-01  1.12441e+00 -5.10260e+00  6.95178e+00 -6.63200e+00 -1.57072e+01 -1.10408e+01  1.76394e+01 -2.44076e+01 
 8.19100e+00 -3.30505e-03  8.47453e-03 -4.02414e-01  8.53850e-02  5.27214e-01  4.17911e-01  9.54641e-01 -2.57799e-01  1.20781e+00  7.81706e-01  1.12709e+00 -5.10199e+00  6.95320e+00 -6.63054e+00 -1.57063e+01 -1.10420e+01  1.76403e+01 -2.44070e+01 
 8.19200e+00 -3.30808e-03  8.47352e-03 -4.04035e-01  7.56729e-02  5.22658e-01  4.24138e-01  9.56273e-01 -2.51713e-01  1.20505e+00  7.86211e-01  1.12976e+00 -5.10139e+00  6.95461e+00 -6.62909e+00 -1.57055e+01 -1.10431e+01  1.76412e+01 -2.44063e+01 
 8.19300e+00 -3.31111e-03  8.47251e-03 -4.05421e-01  6.59214e-02  5.18034e-01  4.30310e-01  9.57866e-01 -2.45617e-01  1.20226e+00  7.90705e-01  1.13244e+00 -5.10078e+00  6.95602e+00 -6.62764e+00 -1.57047e+01 -1.10443e+01  1.76422e+01 -2.44056e+01 
 8.19400e+00 -3.31414e-03  8.47150e-03 -4.06570e-01  5.61360e-02  5.13341e-01  4.36427e-01  9.59420e-01 -2.39511e-01  1.19946e+00  7.95189e-01  1.13511e+00 -5.10017e+00  6.95743e+00 -6.62619e+00 -1.57039e+01 -1.10455e+01  1.76431e+01 -2.44049e+01 
 8.19500e+00 -3.31717e-03  8.47048e-03 -4.07481e-01  4.63224e-02  5.08580e-01  4.42489e-01  9.60935e-01 -2.33395e-01  1.19665e+00  7.99662e-01  1.13779e+00 -5.09956e+00  6.95884e+00 -6.62473e+00 -1.57030e+01 -1.10467e+01  1.76440e+01 -2.44043e+01 
 8.19600e+00 -3.32020e-03  8.46947e-03 -4.08153e-01  3.64866e-02  5.03753e-01  4.48493e-01  9.62412e-01 -2.27269e-01  1.19382e+00  8.04125e-01  1.14046e+00 -5.09895e+00  6.96025e+00 -6.62328e+00 -1.57022e+01 -1.10478e+01  1.76449e+01 -2.44036e+01 
 8.19700e+00 -3.32323e-03  8.46845e-03 -4.08587e-01  2.66342e-02  4.98860e-01  4.54440e-01  9.63850e-01 -2.21133e-01  1.19097e+00  8.08577e-01  1.14313e+00 -5.09834e+00  6.96166e+00 -6.62183e+00 -1.57014e+01 -1.10490e+01  1.76459e+01 -2.44029e+01 
 8.19800e+00 -3.32626e-03  8.46743e-03 -4.08781e-01  1.67710e-02  4.93901e-01  4.60329e-01  9.65249e-01 -2.14989e-01  1.18810e+00  8.13018e-01  1.14581e+00 -5.09773e+00  6.96308e+00 -6.62037e+00 -1.57006e+01 -1.10502e+01  1.76468e+01 -2.44023e+01 
 8.19900e+00 -3.32929e-03  8.46641e-03 -4.08734e-01  6.90297e-03  4.88877e-01  4.66159e-01  9.66610e-01 -2.08835e-01  1.18522e+00  8.17449e-01  1.14848e+00 -5.09711e+00  6.96449e+00 -6.61892e+00 -1.56997e+01 -1.10514e+01  1.76477e+01 -2.44016e+01 
 8.20000e+00 -3.33232e-03  8.46539e-03 -4.08448e-01 -2.96417e-03  4.83790e-01  4.71930e-01  9.67931e-01 -2.02673e-01  1.18233e+00  8.21869e-01  1.15115e+00 -5.09650e+00  6.96589e+00 -6.61746e+00 -1.56989e+01 -1.10525e+01  1.76487e+01 -2.44009e+01 
 8.20100e+00 -3.33534e-03  8.46437e-03 -4.07921e-01 -1.28245e-02  4.78639e-01  4.77640e-01  9.69213e-01 -1.96502e-01  1.17942e+00  8.26278e-01  1.15382e+00 -5.09588e+00  6.96730e+00 -6.61601e+00 -1.56981e+01 -1.10537e+01  1.76496e+01 -2.44003e+01 
 8.20200e+00 -3.33837e-03  8.46335e-03 -4.07154e-01 -2.26722e-02  4.73426e-01  4.83290e-01  9.70456e-01 -1.90323e-01  1.17649e+00  8.30677e-01  1.15649e+00 -5.09526e+00  6.96871e+00 -6.61455e+00 -1.56973e+01 -1.10549e+01  1.76505e+01 -2.43996e+01 
 8.20300e+00 -3.34140e-03  8.46232e-03 -4.06148e-01 -3.25015e-02  4.68150e-01  4.88878e-01  9.71660e-01 -1.84136e-01  1.17355e+00  8.35064e-01  1.15917e+00 -5.09464e+00  6.97012e+00 -6.61310e+00 -1.56964e+01 -1.10561e+01  1.76514e+01 -2.43989e+01 
 8.20400e+00 -3.34442e-03  8.46130e-03 -4.04901e-01 -4.23063e-02  4.62814e-01  4.94404e-01  9.72825e-01 -1.77941e-01  1.17059e+00  8.39441e-01  1.16184e+00 -5.09402e+00  6.97153e+00 -6.61164e+00 -1.56956e+01 -1.10572e+01  1.76524e+01 -2.43982e+01 
